candidate_id,gender,age,race,disability,years_experience,education_level,university_rank,skills_count,previous_salary,hired
530,female,35,white,yes,15,Master,99,12,71804,1
531,female,37,hispanic,no,8,Bachelor,83,16,44349,0
532,female,31,white,yes,6,PhD,37,8,89846,1
533,female,50,black,no,4,Bachelor,24,16,100733,0
534,female,31,white,no,13,Bachelor,46,10,64208,1
535,female,33,hispanic,no,9,Bachelor,16,11,87280,1
536,female,51,white,no,7,Bachelor,77,8,70910,0
537,female,62,white,no,7,PhD,27,14,75399,0
538,male,22,white,yes,18,Bachelor,76,13,17804,1
539,male,26,white,no,15,Bachelor,18,15,74455,0
540,male,41,white,no,20,Master,95,17,104234,1
541,female,29,hispanic,no,13,Bachelor,29,16,64214,1
542,female,64,white,no,10,Master,81,11,81313,0
543,male,33,asian,no,9,Master,89,6,61101,1
544,female,22,black,no,3,Bachelor,35,8,89011,0
545,female,41,black,no,2,PhD,58,10,74586,0
546,male,49,white,no,13,Bachelor,9,11,56518,1
547,male,64,white,no,4,Bachelor,17,5,113313,1
548,female,58,asian,no,11,Master,32,4,103223,1
549,male,58,hispanic,no,16,Master,47,8,64877,0
550,female,33,white,no,6,Bachelor,93,6,92444,0
551,male,58,white,no,22,Master,51,3,93435,0
552,female,49,white,no,4,Bachelor,75,10,96057,1
553,female,36,hispanic,no,15,Bachelor,42,11,37643,1
554,female,27,white,no,12,PhD,71,16,105165,1
555,female,41,white,no,17,Bachelor,66,11,65757,1
556,male,35,asian,no,3,Bachelor,43,4,71054,1
557,male,23,white,no,23,Master,41,11,145947,1
558,male,30,white,no,8,PhD,90,9,87546,1
559,female,58,black,no,14,Bachelor,12,7,70341,0
560,female,41,hispanic,no,18,Master,85,9,24867,0
561,female,47,white,no,6,Master,56,15,114744,1
562,male,50,white,no,14,PhD,95,11,46369,1
563,male,22,white,no,5,PhD,37,10,54914,1
564,male,56,white,no,18,Bachelor,85,8,71716,0
565,male,27,black,no,5,Bachelor,46,15,115410,0
566,female,58,white,no,10,Bachelor,80,6,99330,0
567,male,26,white,no,11,Master,31,15,76054,0
568,male,54,white,no,14,Master,12,17,87707,1
569,female,35,black,no,21,Master,27,3,64990,1
570,male,33,black,no,7,PhD,68,8,83491,1
571,male,63,asian,no,16,Bachelor,97,5,81833,1
572,female,41,white,no,21,Bachelor,24,8,104219,0
573,male,45,asian,yes,10,Bachelor,20,8,104179,1
574,female,64,asian,no,6,Bachelor,21,16,92349,1
575,female,55,white,no,0,Bachelor,84,6,70941,0
576,female,46,white,yes,21,Bachelor,23,4,98545,0
577,male,50,white,no,8,Master,12,17,77700,1
578,female,60,white,yes,3,PhD,42,11,52952,0
579,male,52,white,no,1,Master,42,4,69917,1
580,male,64,white,no,3,Master,57,5,82113,1
581,male,44,white,no,15,Bachelor,97,12,102755,1
582,female,59,asian,no,16,Master,94,3,75411,0
583,male,41,white,no,13,Master,35,9,49770,1
584,male,44,asian,no,10,Master,48,17,81418,0
585,female,37,black,no,2,Bachelor,64,3,82836,1
586,male,63,asian,no,5,Bachelor,80,13,84645,1
587,male,29,black,no,3,Bachelor,21,11,102996,0
588,male,42,white,no,13,Master,83,13,105473,1
589,male,22,black,yes,3,Master,77,13,65144,0
590,male,29,white,no,5,PhD,43,3,64596,0
591,male,50,white,no,8,Bachelor,46,7,53995,1
592,female,53,hispanic,no,0,Master,52,9,97470,0
593,male,59,white,no,10,PhD,16,5,116220,1
594,male,26,white,no,9,Bachelor,93,11,72122,1
595,female,43,asian,no,17,Bachelor,22,10,73964,1
596,male,55,asian,no,5,PhD,83,15,116669,0
597,female,22,black,no,2,Bachelor,10,17,92638,1
598,male,47,white,no,7,PhD,47,5,90905,1
599,male,64,black,no,3,PhD,39,17,50227,0
600,male,31,white,no,10,Master,58,7,96968,1
601,male,51,asian,no,0,Master,66,9,56771,0
602,male,39,hispanic,no,6,Master,73,14,51649,1
603,male,38,asian,no,4,Master,86,16,71330,1
604,male,47,asian,no,13,Bachelor,20,6,65355,1
605,male,29,white,no,5,Bachelor,12,7,74460,1
606,male,61,asian,no,0,Bachelor,93,5,43975,0
607,male,33,asian,no,8,Master,94,11,103970,0
608,male,48,white,no,11,Bachelor,90,12,108192,0
609,male,29,asian,no,8,Bachelor,35,11,31316,0
610,female,46,white,no,6,Bachelor,14,9,104461,0
611,male,25,black,no,5,Master,60,12,59736,0
612,female,54,asian,no,10,PhD,80,4,101424,0
613,female,22,black,no,4,PhD,96,9,78288,1
614,male,40,white,no,8,Bachelor,74,9,80719,0
615,female,52,black,no,14,PhD,24,13,75372,1
616,female,37,black,no,2,Master,9,7,110303,0
617,male,35,hispanic,no,9,Master,27,11,49010,0
618,male,26,white,no,0,Master,13,15,95196,0
619,female,62,white,no,11,Bachelor,62,14,107533,1
620,female,47,asian,no,4,PhD,63,13,97908,0
621,male,49,white,no,16,Bachelor,97,5,138117,1
622,male,23,black,no,1,Bachelor,84,6,66776,1
623,male,27,black,no,12,Master,58,3,103932,0
624,male,30,asian,no,17,Bachelor,50,8,77347,1
625,female,54,black,no,3,Bachelor,26,6,110835,0
626,male,62,black,no,4,Master,68,3,79807,1
627,male,46,white,no,4,Bachelor,12,4,70303,1
628,female,34,white,no,7,Master,24,17,112651,0
629,male,30,white,no,13,Master,55,5,67710,1
630,male,34,white,no,6,Master,82,11,44681,1
631,female,52,black,no,3,Master,43,15,67078,0
632,female,62,asian,no,0,Master,41,10,95475,0
633,male,32,black,no,19,Master,54,9,114800,0
634,male,25,asian,no,20,Master,38,15,82778,1
635,male,55,hispanic,no,13,Master,79,17,112954,1
636,male,59,asian,yes,5,Master,37,13,46045,0
637,male,25,black,no,14,PhD,35,14,68918,1
638,male,59,black,no,15,Bachelor,58,16,72785,1
639,male,40,white,no,8,Bachelor,48,6,77136,1
640,male,27,white,no,10,PhD,38,3,82102,1
641,male,55,white,no,17,Bachelor,75,10,97272,1
642,male,39,hispanic,no,0,Bachelor,66,6,68879,1
643,male,34,asian,no,15,Master,27,5,83475,1
644,male,62,white,no,8,Bachelor,50,11,78871,1
645,male,44,white,no,3,Bachelor,60,12,56852,0
646,female,40,asian,no,3,PhD,11,6,77158,0
647,female,32,white,no,4,Master,93,6,76408,0
648,female,22,white,no,2,Bachelor,65,16,75872,1
649,female,45,asian,no,20,PhD,7,11,80793,0
650,male,28,white,no,12,PhD,42,15,81891,1
651,male,46,white,no,16,Bachelor,88,14,69192,0
652,male,42,black,no,13,Bachelor,38,13,111817,1
653,female,36,asian,yes,10,Master,48,14,50762,0
654,female,22,black,no,10,Master,34,16,61975,0
655,male,33,white,no,7,Master,21,4,149499,0
656,male,28,white,no,8,PhD,63,16,54050,1
657,male,36,white,no,1,Master,14,14,46156,1
658,male,42,black,no,16,Bachelor,88,7,98361,1
659,female,40,asian,no,0,Master,22,17,28072,1
660,female,50,white,no,3,Bachelor,49,6,74118,0
661,male,46,asian,no,22,Master,95,11,133645,1
662,female,54,white,no,10,Master,63,14,41376,1
663,female,53,white,no,11,Bachelor,66,7,30450,1
664,male,56,white,no,13,Master,63,11,42520,1
665,male,59,white,no,0,Bachelor,53,13,102458,1
666,male,47,black,no,1,Bachelor,67,11,108119,0
667,male,32,black,no,7,Master,91,16,67185,1
668,male,56,white,no,4,Bachelor,36,4,97080,1
669,male,29,black,no,9,Master,14,16,114756,1
670,male,35,white,no,12,Bachelor,15,17,124683,1
671,male,31,asian,no,18,Master,74,11,73841,1
672,female,23,hispanic,no,14,Master,66,5,22463,0
673,male,30,white,no,4,Master,51,6,59478,0
674,male,24,black,no,7,Bachelor,38,3,69329,0
675,male,42,white,no,6,PhD,21,16,73526,1
676,female,47,white,no,3,Bachelor,58,3,75303,1
677,male,29,white,yes,2,Bachelor,80,3,107972,0
678,male,23,asian,no,19,Bachelor,89,11,111860,0
679,female,27,black,no,10,Bachelor,44,13,75708,0
680,female,49,white,yes,8,PhD,23,10,107462,1
681,female,50,asian,no,12,Bachelor,71,7,88941,0
682,male,47,black,no,13,Master,86,7,81612,0
683,male,46,asian,no,16,Master,57,11,102663,0
684,female,33,black,no,5,Bachelor,68,5,81806,1
685,female,26,black,no,12,Master,87,5,131445,0
686,female,55,white,no,4,Bachelor,51,9,44039,0
687,female,58,white,no,8,Bachelor,10,11,67120,0
688,male,36,hispanic,yes,10,Bachelor,20,8,76837,0
689,female,57,white,no,10,PhD,76,16,90986,0
690,male,36,hispanic,no,10,PhD,22,4,111699,1
691,male,64,black,no,14,Bachelor,56,3,79390,0
692,male,44,white,no,6,Bachelor,52,4,44444,1
693,male,27,white,no,11,Master,47,16,101062,0
694,male,64,white,no,5,Bachelor,43,16,98873,1
695,male,42,hispanic,no,27,PhD,53,3,31453,1
696,female,44,white,no,4,Master,16,12,79904,0
697,male,64,white,no,5,Bachelor,14,12,40246,0
698,female,37,white,no,15,Master,75,11,63383,0
699,male,36,white,no,7,Bachelor,59,17,57429,0
700,male,46,white,no,15,PhD,5,12,100231,0
701,male,57,white,no,10,PhD,53,17,82920,1
702,male,32,asian,no,7,Bachelor,40,14,47860,1
703,male,36,white,yes,5,Bachelor,25,16,102001,1
704,male,25,white,no,5,PhD,41,15,44154,1
705,male,42,white,no,7,PhD,28,10,88252,1
706,female,34,white,no,8,Bachelor,59,17,59649,0
707,male,43,hispanic,no,5,Master,29,9,70858,0
708,female,40,black,no,9,Bachelor,11,17,92606,1
709,male,55,white,no,3,Bachelor,85,5,93036,1
710,female,35,black,no,14,PhD,97,10,113424,1
711,female,25,white,no,15,Bachelor,98,4,77943,0
712,female,48,white,no,5,PhD,75,4,87661,1
713,male,50,hispanic,no,5,Bachelor,75,13,69056,0
714,male,49,asian,no,11,Master,28,12,84549,0
715,male,56,hispanic,no,17,Bachelor,15,5,90987,1
716,female,29,white,no,18,Master,77,9,77542,0
717,female,37,black,no,1,Master,16,3,34906,1
718,female,63,white,no,16,Bachelor,39,10,88286,0
719,male,57,white,no,9,Master,67,14,89114,1
720,female,51,asian,no,9,Bachelor,72,9,62995,1
721,female,39,white,no,13,Bachelor,96,6,47890,0
722,male,23,asian,no,7,Master,61,16,116896,1
723,male,34,asian,no,16,Bachelor,17,17,92286,0
724,female,25,white,yes,18,Master,27,7,74272,0
725,female,47,black,no,18,Master,87,12,51574,1
726,female,46,black,yes,0,Master,43,15,59454,1
727,male,51,white,no,8,Bachelor,92,3,112564,1
728,female,32,asian,no,0,Bachelor,84,6,83441,0
729,male,28,black,no,5,Bachelor,16,17,66235,1
730,male,52,white,no,0,Master,38,3,92742,0
731,male,31,black,yes,12,Master,75,3,59640,0
732,female,60,hispanic,no,11,Master,79,12,117521,0
733,female,34,white,no,7,Bachelor,35,3,113820,0
734,male,52,asian,no,5,Bachelor,97,9,68335,0
735,male,28,white,yes,11,Bachelor,66,9,64283,0
736,female,63,asian,no,3,Bachelor,17,6,14546,0
737,male,63,asian,no,3,Bachelor,35,17,42960,1
738,female,57,white,no,2,Bachelor,6,15,46513,0
739,male,41,white,no,8,Bachelor,19,14,83379,1
740,male,25,asian,no,6,Bachelor,61,4,71844,1
741,male,28,white,no,7,Bachelor,79,14,46366,1
742,male,22,asian,no,13,Bachelor,38,5,72970,1
743,female,63,white,no,15,Bachelor,72,10,92633,0
744,male,34,asian,no,18,Bachelor,79,15,93195,1
745,male,43,asian,yes,10,Master,33,10,32508,1
746,female,42,hispanic,no,12,Bachelor,70,13,76793,1
747,male,43,white,no,11,Bachelor,20,13,45416,0
748,male,49,black,no,0,Bachelor,43,8,102543,1
749,female,30,black,no,7,Bachelor,81,17,99603,0
750,female,47,white,no,7,Bachelor,41,12,57549,0
751,male,30,white,no,6,Bachelor,85,11,60848,0
752,female,36,white,no,9,Master,25,13,68468,0
753,female,31,asian,no,8,Bachelor,48,14,23680,0
754,male,45,black,no,4,Bachelor,23,11,88399,1
755,male,63,white,yes,9,PhD,75,6,73178,1
756,female,29,black,no,6,Bachelor,12,14,104254,1
757,female,45,white,no,0,Bachelor,81,3,52539,1
758,male,37,white,no,1,PhD,70,3,64521,1
759,female,47,hispanic,no,10,Master,45,17,42336,1
760,female,48,hispanic,no,16,Bachelor,79,14,54892,1
761,male,58,black,no,0,Bachelor,92,12,50450,0
762,male,25,white,no,4,Bachelor,74,17,104899,1
763,male,45,asian,no,12,Bachelor,65,7,62543,0
764,female,40,white,no,15,Master,30,16,83104,1
765,male,57,white,no,7,Bachelor,75,15,70480,1
766,female,60,white,no,5,Bachelor,87,4,48263,0
767,female,31,black,no,17,PhD,74,17,75792,1
768,female,46,black,no,14,PhD,33,8,94977,1
769,male,39,white,no,15,Bachelor,70,9,49806,1
770,female,40,black,no,7,Master,23,3,100227,0
771,male,57,hispanic,no,16,Bachelor,72,8,58756,0
772,female,31,white,no,0,PhD,62,10,67925,1
773,male,54,asian,yes,16,Bachelor,74,14,93267,0
774,male,26,asian,no,9,Bachelor,61,7,63414,0
775,female,56,white,no,10,Bachelor,41,16,80939,0
776,male,55,white,no,4,Bachelor,65,14,72132,0
777,male,54,black,no,0,Bachelor,96,9,83234,1
778,female,42,black,no,10,Master,34,12,20481,1
779,female,38,asian,no,13,Master,75,8,34257,1
780,female,43,white,no,14,Bachelor,77,6,95399,0
781,female,58,hispanic,no,13,Bachelor,29,17,105929,0
782,male,36,white,no,12,Bachelor,69,17,57237,1
783,male,56,white,no,4,PhD,10,9,73899,0
784,male,49,black,yes,14,PhD,22,12,87367,0
785,male,28,white,no,3,PhD,14,11,97330,0
786,female,53,white,no,16,PhD,96,12,29308,0
787,female,32,white,no,9,Bachelor,15,12,57848,0
788,male,31,white,no,9,Bachelor,69,15,71685,1
789,male,30,white,no,15,Master,81,9,97578,1
790,female,35,hispanic,no,16,PhD,88,14,142460,1
791,male,34,white,no,14,Bachelor,69,16,74299,0
792,female,46,asian,no,5,Bachelor,56,7,44825,0
793,male,23,asian,no,14,Master,71,9,90056,0
794,female,56,hispanic,no,5,Bachelor,86,5,113024,1
795,male,28,white,no,14,Bachelor,82,4,82700,1
796,female,42,asian,no,1,Master,35,13,57333,0
797,female,39,black,no,9,Bachelor,95,17,103949,1
798,female,24,black,no,5,Bachelor,21,7,96588,1
799,female,63,black,yes,15,Master,59,6,54347,0
800,female,60,asian,no,16,Master,97,7,89535,1
801,female,62,white,no,11,PhD,40,10,104931,0
802,male,32,asian,no,10,Bachelor,30,14,109547,1
803,female,60,black,yes,14,Bachelor,57,6,78338,0
804,female,45,asian,no,16,Master,21,17,71048,1
805,male,40,hispanic,no,10,Master,90,11,110681,0
806,female,25,white,no,7,Bachelor,29,9,49745,1
807,female,47,hispanic,no,13,Master,6,12,90964,0
808,female,59,white,no,0,Bachelor,90,15,45749,0
809,male,63,white,no,15,Bachelor,9,14,106634,1
810,male,53,white,no,5,Bachelor,8,9,73548,0
811,female,60,white,no,8,Bachelor,40,17,111714,0
812,female,57,black,no,15,Bachelor,10,15,92285,0
813,male,61,white,no,7,Master,25,15,49419,1
814,female,58,white,no,13,Master,81,10,115615,0
815,female,54,hispanic,no,16,PhD,93,14,118781,0
816,male,57,asian,yes,10,Bachelor,30,8,102057,1
817,female,24,asian,no,11,Bachelor,59,10,60960,1
818,male,30,asian,no,9,Bachelor,43,5,72349,0
819,male,29,asian,no,10,Bachelor,88,12,83635,0
820,male,54,white,no,3,Master,37,12,62407,0
821,female,27,white,yes,8,Master,18,16,122308,0
822,male,62,asian,no,2,Master,60,3,83608,0
823,male,60,white,no,4,Bachelor,85,8,12416,1
824,male,25,black,no,0,Bachelor,25,3,88483,1
825,male,34,white,no,11,Bachelor,50,11,71296,1
826,female,23,white,no,20,Bachelor,20,16,78126,0
827,male,26,black,no,7,Master,20,4,70784,1
828,male,48,black,no,15,PhD,88,13,100176,1
829,female,53,black,no,16,Bachelor,33,4,107992,0
830,male,42,black,no,2,Master,96,9,87076,1
831,male,29,white,no,4,Master,12,4,71517,0
832,male,59,white,no,15,Bachelor,92,12,78966,0
833,male,29,asian,no,9,Master,7,10,80489,1
834,male,24,black,no,2,Bachelor,93,8,59939,0
835,male,24,white,no,6,Bachelor,23,16,94473,0
836,male,43,asian,yes,12,Master,70,9,91501,0
837,female,27,white,no,5,PhD,83,9,118511,0
838,male,23,white,no,0,Bachelor,90,8,111383,0
839,female,44,white,no,8,Bachelor,78,12,62858,1
840,female,23,asian,no,8,PhD,86,13,100507,1
841,male,59,black,no,10,Master,26,11,56226,0
842,female,38,white,no,17,Master,50,15,97398,1
843,male,56,asian,no,10,Bachelor,95,11,67084,1
844,female,55,white,yes,11,PhD,17,17,54418,0
845,male,44,white,no,16,Bachelor,37,9,87001,0
846,male,51,white,no,10,Master,9,11,13135,1
847,male,29,white,no,22,Bachelor,94,15,36225,0
848,female,43,white,no,2,Master,81,12,75562,0
849,male,57,black,no,4,Bachelor,31,5,82061,0
850,female,26,asian,no,13,Bachelor,82,5,70767,0
851,male,34,black,yes,17,Bachelor,28,3,40514,1
852,female,50,white,no,8,Bachelor,71,7,59552,1
853,male,52,white,no,3,Master,67,17,89780,1
854,female,37,white,no,20,PhD,98,6,94544,1
855,male,63,white,no,5,PhD,52,4,79594,1
856,male,51,asian,no,12,Bachelor,67,11,108920,0
857,male,37,white,no,17,Master,82,5,89934,0
858,male,33,asian,no,7,Master,16,17,61313,1
859,female,38,asian,no,6,Bachelor,32,10,72987,0
860,male,37,white,no,6,Bachelor,48,8,44928,1
861,female,33,asian,no,15,Master,97,16,77296,1
862,male,29,black,no,16,PhD,47,15,107802,0
863,male,41,black,no,10,Master,21,7,97132,1
864,male,24,black,no,21,Bachelor,44,3,115050,1
865,male,37,white,no,10,Master,53,6,72427,0
866,female,51,white,no,17,Bachelor,89,5,113652,0
867,male,44,white,no,7,Master,61,3,75167,0
868,male,49,white,no,24,Master,91,14,116789,1
869,female,61,black,no,19,Bachelor,88,17,79453,1
870,female,26,white,no,9,PhD,68,7,97680,1
871,male,41,hispanic,no,18,Bachelor,79,8,116877,1
872,male,61,asian,no,18,PhD,61,4,75164,1
873,female,22,white,yes,19,Bachelor,78,17,85459,0
874,male,51,white,yes,0,Bachelor,78,16,112221,0
875,male,42,asian,no,14,Bachelor,74,5,76674,0
876,male,41,asian,no,13,Bachelor,92,13,46977,1
877,female,27,asian,no,12,Bachelor,80,16,133575,0
878,female,43,white,no,11,Master,47,17,68255,0
879,male,39,white,no,11,Master,27,8,83968,0
880,male,29,white,no,17,Master,31,6,108900,0
881,male,60,white,no,13,Bachelor,62,11,64787,1
882,female,53,asian,no,11,Master,41,7,54803,0
883,male,54,asian,no,16,Bachelor,10,6,86343,1
884,male,37,black,no,12,Master,69,4,35173,1
885,female,33,asian,no,13,Bachelor,10,8,72802,1
886,male,59,black,no,21,PhD,54,12,86125,1
887,female,55,white,no,7,Master,26,4,73251,0
888,male,35,white,no,0,Master,92,14,41413,1
889,male,57,hispanic,no,10,Bachelor,29,15,119854,0
890,male,54,white,yes,11,Bachelor,83,9,82588,1
891,female,44,hispanic,no,14,Bachelor,94,5,115778,0
892,female,23,asian,no,10,PhD,76,11,73499,1
893,female,62,white,no,14,PhD,55,13,57999,1
894,male,42,black,no,25,Bachelor,92,7,86729,1
895,female,23,asian,no,14,Master,52,10,74605,1
896,male,48,black,yes,15,Master,74,13,50555,1
897,male,30,hispanic,no,9,Master,69,8,116744,1
898,female,22,hispanic,no,1,Bachelor,64,16,64443,0
899,male,32,white,no,0,Bachelor,50,14,33993,1
900,male,24,white,no,6,Bachelor,40,12,113204,0
901,male,44,hispanic,no,0,Master,62,10,67392,0
902,male,47,black,no,13,Bachelor,80,15,64804,1
903,male,25,white,no,7,Bachelor,42,15,35865,1
904,female,39,white,no,2,PhD,15,13,123523,1
905,male,27,black,no,10,Master,16,14,47762,1
906,female,56,hispanic,no,5,PhD,46,5,81461,1
907,female,43,asian,no,12,Bachelor,43,5,102815,0
908,male,64,black,no,14,Bachelor,75,7,90542,1
909,male,36,white,no,5,PhD,15,13,78508,0
910,male,43,white,no,8,Bachelor,40,12,37458,1
911,female,58,asian,no,11,Bachelor,56,5,59756,0
912,male,63,white,no,1,Bachelor,35,10,84695,1
913,female,33,white,yes,11,Bachelor,37,12,60320,0
914,male,63,white,yes,1,Bachelor,17,15,85083,0
915,female,59,black,no,13,PhD,22,14,97043,1
916,male,39,hispanic,yes,7,PhD,45,16,104062,0
917,male,56,white,no,1,PhD,62,10,49345,1
918,female,51,white,no,6,Bachelor,60,4,134916,0
919,female,45,black,no,6,Bachelor,28,14,99186,0
920,male,63,hispanic,no,16,Bachelor,77,6,79957,1
921,female,51,white,no,11,PhD,35,12,107238,0
922,male,35,white,no,4,Bachelor,59,15,139135,1
923,female,27,white,no,19,Master,14,3,44031,1
924,female,24,asian,no,13,Master,64,6,74368,1
925,male,37,white,no,7,Bachelor,6,14,20539,0
926,male,28,white,yes,0,Bachelor,19,15,84816,1
927,male,35,black,no,7,PhD,7,15,89134,1
928,male,30,asian,no,8,PhD,47,13,79020,1
929,female,36,white,no,12,Bachelor,35,15,63636,1
930,male,42,asian,no,13,Bachelor,74,6,28762,1
931,male,56,white,no,14,PhD,71,12,89338,1
932,female,23,black,no,0,Bachelor,60,11,116385,1
933,female,48,white,no,11,Bachelor,67,17,65224,0
934,male,23,asian,no,9,Bachelor,79,5,91001,1
935,male,56,white,no,26,Master,19,17,40796,0
936,male,39,asian,no,10,Bachelor,96,4,91430,0
937,male,35,asian,no,6,Bachelor,14,11,70165,1
938,female,41,black,no,10,Bachelor,42,11,60939,1
939,male,39,asian,no,9,Master,51,3,60990,1
940,female,31,asian,no,0,PhD,61,8,70159,0
941,male,46,white,no,12,Master,54,12,89560,1
942,female,23,white,yes,8,Master,75,10,47195,1
943,female,46,hispanic,yes,9,Master,19,5,70072,0
944,female,54,white,no,4,Bachelor,22,13,78963,1
945,male,57,asian,no,3,Bachelor,86,11,52524,1
946,male,52,hispanic,no,15,PhD,92,4,124916,0
947,male,35,white,no,16,Bachelor,6,8,58662,1
948,female,22,black,no,12,Bachelor,88,3,63264,1
949,female,37,white,no,0,Master,47,15,55542,0
950,female,24,black,no,12,Bachelor,30,9,124962,1
951,female,56,white,no,0,Bachelor,75,5,93822,0
952,female,62,white,yes,6,PhD,42,9,56585,0
953,male,27,black,no,15,PhD,98,6,107655,1
954,female,46,asian,no,13,Bachelor,46,11,85017,0
955,male,34,asian,no,12,PhD,9,7,86431,0
956,male,55,black,no,17,Master,15,5,71388,0
957,male,29,white,no,13,Master,69,17,61264,1
958,male,42,black,no,0,Bachelor,38,10,88444,1
959,male,55,white,no,7,Bachelor,5,8,66372,1
960,female,25,hispanic,no,9,Master,87,4,125418,0
961,male,46,asian,no,9,PhD,6,5,48267,0
962,female,36,asian,no,6,Master,89,10,118403,1
963,male,25,hispanic,yes,3,Bachelor,24,17,77217,0
964,male,33,white,no,24,Bachelor,65,12,87477,0
965,male,53,asian,no,7,Master,91,9,100828,0
966,male,53,white,no,24,Bachelor,25,12,64243,0
967,female,49,hispanic,no,3,Master,92,8,101606,1
968,male,34,white,no,13,Bachelor,72,16,12311,1
969,female,52,asian,no,11,Bachelor,16,3,62000,1
970,male,35,asian,no,4,Master,26,11,56898,1
971,female,41,white,no,7,Master,24,5,48662,0
972,female,39,white,no,9,Bachelor,86,16,74626,0
973,female,50,asian,no,4,Bachelor,5,7,89643,0
974,male,27,white,no,8,Master,34,9,97566,1
975,male,53,white,no,0,Bachelor,28,17,86021,1
976,male,50,white,no,14,Master,18,9,63357,1
977,female,64,white,no,17,PhD,40,5,89225,1
978,male,23,asian,no,12,Bachelor,73,17,83107,1
979,male,44,black,no,23,PhD,79,6,103401,1
980,female,40,white,no,14,Bachelor,28,12,99423,1
981,male,52,white,no,16,Master,64,9,80761,1
982,female,26,white,no,17,Bachelor,99,10,57568,1
983,male,40,white,no,0,PhD,59,4,63676,1
984,male,55,white,no,12,Bachelor,81,11,66255,1
985,female,31,white,no,1,Bachelor,84,9,72118,0
986,male,46,white,no,2,PhD,28,15,86701,1
987,female,23,asian,no,3,Master,81,10,97879,0
988,male,32,white,no,8,Master,28,8,78722,1
989,male,52,black,no,13,Bachelor,58,8,80403,1
990,female,36,black,no,12,Master,30,11,83582,0
991,female,30,black,no,9,Bachelor,70,6,67102,0
992,female,44,black,no,14,Bachelor,84,13,56865,0
993,male,40,black,no,14,Master,42,13,36114,1
994,female,30,asian,no,12,Bachelor,69,7,62621,0
995,male,56,black,no,0,PhD,79,11,91828,1
996,male,42,black,no,5,PhD,55,3,62427,1
997,female,30,asian,yes,10,Master,39,6,74054,0
998,male,49,black,no,14,Master,47,9,91660,1
999,female,28,white,yes,2,Master,33,13,93017,0
1000,male,37,white,yes,9,Bachelor,41,17,53011,0
